rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
12,4,4,decode,64,1,1.031999945640564,0.11481280326843261,4476928,55050240
12,8,2,decode,2,1,1.112928032875061,0.07467626730600993,84992,860160
12,8,2,decode,4,1,1.099679946899414,0.07529066403706869,169472,1720320
12,8,2,decode,16,1,1.0183360576629639,0.07588053544362386,676352,6881280
12,8,2,decode,64,1,0.936896026134491,0.09133333365122477,2705408,27525120
12,16,1,decode,2,1,1.1775039434432983,0.0836458683013916,57344,430080
12,16,1,decode,4,1,1.0795520544052124,0.08525226910909017,114176,860160
12,16,1,decode,16,1,0.9520959854125977,0.07613120079040528,455168,3440640
12,16,1,decode,64,1,0.9353600144386292,0.08611946900685628,1820672,13762560
13,1,16,decode,2,1,0.6679040193557739,0.15287893613179523,492544,6881280
13,1,16,decode,4,1,0.6226879954338074,0.15741653442382814,985088,13762560
13,1,16,decode,16,1,0.6184960007667542,0.1786453406016032,4398080,55050240
13,1,16,decode,64,1,0.6344320178031921,0.2593269348144531,15822848,220200960
13,2,8,decode,2,1,1.0632319450378418,0.10795413653055827,250880,3440640
13,2,8,decode,4,1,0.8477439880371094,0.10787306626637777,501248,6881280
13,2,8,decode,16,1,0.8388159871101379,0.12385919888814291,2004480,27525120
13,2,8,decode,64,1,0.7454720139503479,0.1698954741160075,8017920,110100480
13,4,4,decode,2,1,1.0588159561157227,0.07957226435343424,140288,1720320
13,4,4,decode,4,1,1.0769599676132202,0.07988906701405843,280064,3440640
13,4,4,decode,16,1,1.0078400373458862,0.08603839874267578,1119232,13762560
13,4,4,decode,64,1,1.0482879877090454,0.11489600340525309,4476928,55050240
13,8,2,decode,2,1,1.1236480474472046,0.07461760044097901,84992,860160
13,8,2,decode,4,1,1.1192320585250854,0.0754634698232015,169472,1720320
13,8,2,decode,16,1,1.0329920053482056,0.07661973635355632,676352,6881280
13,8,2,decode,64,1,0.9402880072593689,0.09155306816101075,2705408,27525120
13,16,1,decode,2,1,1.1907199621200562,0.08373653093973796,57344,430080
13,16,1,decode,4,1,1.079360008239746,0.08529280026753744,114176,860160
13,16,1,decode,16,1,0.9461439847946167,0.0761344035466512,455168,3440640
13,16,1,decode,64,1,0.9352319836616516,0.08616213003794353,1820672,13762560
14,1,16,decode,2,1,0.6134399771690369,0.1525152047475179,492544,6881280
